TCONST	TITLETYPE	PRIMARYTITLE	ORIGINALTITLE	ISADULT	STARTYEAR	ENDYEAR	RUNTIMEMINUTES	GENRES	AVERAGERATING	NUMVOTES	TITLETYPE_NEW	SHOW_ID	TYPE	TITLE	DIRECTOR	CAST	COUNTRY	DATE_ADDED	RELEASE_YEAR	RATING	DURATION	LISTED_IN	DESCRIPTION
tt0120115	movie	Lifeline	Shi wan huo ji	0	1997		108	Drama	6.6	529	Movie	11546798	Movie	Lifeline	Johnnie To	Lau Ching Wan, Alex Fong, Carman Lee, Ruby Wong, Raymond Wong Ho-Yin, Damian Lau, Lam Suet, Kenneth Chan	Hong Kong	August 16, 2018	1997	TV-14	104 min	Action & Adventure, International Movies	Johnnie To's character-centered drama follows a Hong Kong firefighting crew as they take on harrowing rescue missions and navigate personal dilemmas.
tt0060104	movie	Amrapali	Amrapali	0	1966		119	Fantasy,Musical	6.7	164	Movie	80158390	Movie	Amrapali	Lekh Tandon	Vyjayantimala, Sunil Dutt, Prem Nath, Bipin Gupta, Gajanan Jagirdar, Zul Vellani, K.N. Singh, Randhir	India	July 1, 2017	1966	TV-PG	116 min	Dramas, International Movies, Music & Musicals	In the age of Buddha and his philosophy of nonviolence, a warmonger king plots the destruction of an enemy kingdom to rescue the woman he loves.
tt0439630	movie	Initial D	Tau man ji D	0	2005		107	Action,Comedy,Drama	6.4	7228	Movie	70043379	Movie	Initial D	Andrew Lau Wai-Keung, Alan Mak	Jay Chou, Anne Suzuki, Edison Chen, Anthony Wong Chau-Sang, Shawn Yue, Chapman To, Jordan Chan, Kenny Bee	China, Hong Kong	August 1, 2018	2005	TV-14	109 min	Action & Adventure, International Movies	By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.
tt0419984	movie	Mr. Woodcock	Mr. Woodcock	0	2007		87	Comedy,Romance,Sport	5.1	34513	Movie	70056433	Movie	Mr. Woodcock	Craig Gillespie	Billy Bob Thornton, Seann William Scott, Ethan Suplee, Melissa Sagemiller, Susan Sarandon, Melissa Leo, Bill Macy, Kurt Fuller, Amy Poehler	United States	September 1, 2019	2007	PG-13	88 min	Comedies	When a self-help author learns that his mother has fallen for his sadistic high school gym teacher, he tries to put a stop to their budding romance.
tt0075249	movie	Sparkle	Sparkle	0	1976		98	Drama,Music	7.0	1335	Movie	70058796	Movie	Sparkle	Sam O'Steen	Tony King, Mary Alice, Irene Cara, Dorian Harewood, Paul Lambert, Beatrice Winde, Lonette McKee	United States	November 1, 2019	1976	PG	98 min	Dramas, Music & Musicals	In 1950s Harlem, three singing sisters hit the big time and end up losing one another in this musical melodrama inspired by the Supremes.
tt0374506	movie	The Gathering	Arisan!	0	2003		129	Comedy,Drama	7.2	751	Movie	70035037	Movie	The Gathering	Nia Dinata	Cut Mini Theo, Tora Sudiro, Aida Nurmala, Surya Saputra, Rachel Maryam Sayidina, Trey Gondokusumo, Lili Harahap, Aurora Yahya, Wilza Lubis, Nico Siahaan	Indonesia	December 8, 2018	2003	TV-14	124 min	Comedies, Dramas, International Movies	Between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem.
tt0081344	tvMovie	Playing for Time	Playing for Time	0	1980		150	Drama,Music	7.4	2102	Movie	70135647	Movie	Playing for Time	Daniel Mann, Joseph Sargent	Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris	United States	December 1, 2017	1980	TV-14	149 min	Dramas	Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers.
tt0416236	movie	The Spiderwick Chronicles	The Spiderwick Chronicles	0	2008		96	Action,Adventure,Drama	6.5	85236	Movie	70077556	Movie	The Spiderwick Chronicles	Mark Waters	Freddie Highmore, Mary-Louise Parker, Sarah Bolger, Joan Plowright, David Strathairn, Nick Nolte, Seth Rogen, Andrew McCarthy, Martin Short	United States	March 1, 2019	2008	PG	97 min	Children & Family Movies	When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world.
tt0105112	movie	Patriot Games	Patriot Games	0	1992		117	Action,Thriller	6.9	98844	Movie	846071	Movie	Patriot Games	Phillip Noyce	Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris	United States	January 1, 2020	1992	R	117 min	Action & Adventure	CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.
tt0167427	movie	Superstar	Superstar	0	1999		81	Comedy,Romance	5.2	17516	Movie	28631236	Movie	Superstar	Bruce McCulloch	Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams, Mark McKinney, Glynis Johns, Jason Blicker, Gerry Bamman, Emmy Laybourne, Jennifer Irwin, Tom Green	United States	November 20, 2019	1999	PG-13	82 min	Comedies	A socially awkward Catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show.
tt0286907	movie	Qila	Qila	0	1998		133	Drama,Family,Music	5.7	98	Movie	80156936	Movie	Qila	Umesh Mehra	Dilip Kumar, Mukul Dev, Rekha, Mamta Kulkarni, Smita Jaykar, Gulshan Grover	India	June 1, 2017	1998	TV-14	161 min	Dramas, International Movies	When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead.
tt0379272	movie	Ek Jaan Hain Hum	Ek Jaan Hain Hum	0	1983			Family,Romance	6.5	43	Movie	80156941	Movie	Ek Jaan Hain Hum	Rajiv Mehra	Rajiv Kapoor, Divya Rana, Shammi Kapoor, Tanuja, Kiran Vairale, Rakesh Bedi, Gulshan Grover, Monty Sharma	India	September 1, 2017	1983	TV-14	151 min	Dramas, International Movies, Music & Musicals	While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense.
tt0305224	movie	Anger Management	Anger Management	0	2003		106	Comedy	6.3	198294	Movie	60027583	Movie	Anger Management	Peter Segal	Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán, Allen Covert, Lynne Thigpen, Kurt Fuller, Jonathan Loughran, Krista Allen, January Jones, Woody Harrelson, John Turturro, Kevin Nealon	United States	November 1, 2019	2003	PG-13	105 min	Comedies	After a gentle businessman is forced to get anger management counseling, his therapist moves in – but turns out to have anger issues of his own.
tt0488658	movie	Unaccompanied Minors	Unaccompanied Minors	0	2006		90	Adventure,Comedy,Family	5.3	10122	Movie	70053456	Movie	Unaccompanied Minors	Paul Feig	Lewis Black, Wilmer Valderrama, Tyler James Williams, Gia Mantegna, Dyllan Christopher, Brett Kelly, Quinn Shephard, Paget Brewster, Rob Corddry, Dominique Saldaña	United States	October 1, 2019	2006	PG	90 min	Children & Family Movies, Comedies	Five disparate kids, snowed in at the airport on Christmas Eve, try to get back to their families and outsmart a disgruntled airport official.
tt0327597	movie	Coraline	Coraline	0	2009		100	Animation,Drama,Family	7.7	186998	Movie	70105599	Movie	Coraline	Henry Selick	Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders, Dawn French, Keith David, Robert Bailey Jr., Ian McShane	United States	March 16, 2017	2009	PG	101 min	Children & Family Movies	Curious young Coraline unlocks a door in her family's home and is transported to a universe that strangely resembles her own – only better.
tt0402022	movie	Æon Flux	Æon Flux	0	2005		93	Action,Adventure,Sci-Fi	5.4	121593	Movie	70045919	Movie	Æon Flux	Karyn Kusama	Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner, Caroline Chikezie, Nikolai Kinski, Paterson Joseph, Yangzom Brauen	United States	February 1, 2018	2005	PG-13	93 min	Action & Adventure, Sci-Fi & Fantasy	Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader.
tt0069890	movie	Cleopatra Jones	Cleopatra Jones	0	1973		89	Action,Crime,Thriller	5.9	2511	Movie	382650	Movie	Cleopatra Jones	Jack Starrett	Tamara Dobson, Bernie Casey, BrendaSykes, Esther Rolle, Shelley Winters	United States	November 1, 2019	1973	PG	89 min	Action & Adventure, Classic Movies	A stylin' special agent chases down drug lords and does her part to stop trafficking. Soon, she finds herself seeking revenge on a dealer.
tt0242445	movie	Exit Wounds	Exit Wounds	0	2001		101	Action,Crime,Thriller	5.6	31299	Movie	60020892	Movie	Exit Wounds	Andrzej Bartkowiak	Steven Seagal, DMX, Isaiah Washington, Anthony Anderson, Michael Jai White, Bill Duke, Jill Hennessy, Tom Arnold, Bruce McGill, David Vadim, Eva Mendes	United States	October 1, 2019	2001	R	101 min	Action & Adventure	Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.
tt0115963	movie	The Craft	The Craft	0	1996		101	Drama,Fantasy,Horror	6.4	72502	Movie	404067	Movie	The Craft	Andrew Fleming	Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True, Skeet Ulrich, Christine Taylor, Breckin Meyer, Nathaniel Marston, Cliff De Young, Assumpta Serna	United States	January 1, 2020	1996	R	101 min	Horror Movies, Thrillers	At a Catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents.
tt0070034	movie	Enter the Dragon	Enter the Dragon	0	1973		102	Action,Crime,Drama	7.7	92675	Movie	60036838	Movie	Enter the Dragon	Robert Clouse	Bruce Lee, John Saxon, Jim Kelly, Ahna Capri, Kien Shih, Robert Wall, Angela Mao, Betty Chung, Geoffrey Weeks, Bolo Yeung, Peter Archer	Hong Kong, United States	November 1, 2019	1973	R	103 min	Action & Adventure, Classic Movies	Recruited by a British agent, Shaolin master Lee infiltrates a remote island and a brutal martial arts tournament to spy on a sinister crime lord.
tt0087781	movie	The Natural	The Natural	0	1984		138	Drama,Sport	7.5	42108	Movie	793907	Movie	The Natural	Barry Levinson	Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan	United States	January 1, 2020	1984	PG	138 min	Classic Movies, Dramas, Sports Movies	A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.
tt0421357	tvSeries	Fullmetal Alchemist	Hagane no renkinjutsushi	0	2003	2004	24	Action,Adventure,Animation	8.6	58522	TV Show	70204980	TV Show	Fullmetal Alchemist		Romi Park, Rie Kugimiya, Megumi Toyoguchi, Miyoko Aso, Toru Okawa, Michiko Neya, Kenji Utsumi, Hidekatsu Shibata, Ryotaro Okiayu, Yuko Sato, Yasuhiro Takato, Keiji Fujiwara, Yasunori Matsumoto, Tomoyuki Shimura, Tetsu Shiratori, Takehiro Murozono, Makoto Nagai, Mayumi Yamaguchi, Kotono Mitsuishi, Satomi Koorogi	Japan	January 1, 2018	2003	TV-14	1 Season	Anime Series, International TV Shows	Brothers Edward and Alphonse use alchemy to resurrect their mother, but they unleash a chemical reaction that tears apart their bodies.
tt0106552	movie	The Bare-Footed Kid	Chik geuk siu ji	0	1993		90	Action,Drama	6.5	589	Movie	80997857	Movie	The Bare-Footed Kid	Johnnie To	Aaron Kwok, Lung Ti, Maggie Cheung, Chien-lien Wu, Paul Chun, Kenneth Tsang	Hong Kong	August 16, 2018	1993	TV-MA	83 min	Action & Adventure, International Movies	While working at a family friend's business, a penniless orphan draws the attention of a corrupt competitor and is torn between divided loyalties.
tt0119695	movie	Money Talks	Money Talks	0	1997		97	Action,Comedy,Crime	6.2	26882	Movie	1179583	Movie	Money Talks	Brett Ratner	Charlie Sheen, Chris Tucker, Heather Locklear, Paul Sorvino, Gérard Ismaël, Damian Chapa, Elise Neal, Michael Wright, Veronica Cartwright	United States	November 1, 2019	1997	R	96 min	Action & Adventure, Comedies	TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.
tt0459724	tvMiniSeries	Vientos de agua	Vientos de agua	0	2006	2006		Drama	8.8	763	TV Show	70266992	TV Show	Vientos de agua		Ernesto Alterio, Eduardo Blanco, Héctor Alterio, Darío Valenzuela, Pablo Rago, Angie Cepeda, Marta Etura, Giulia Michelini, Carlos Kaspar	Argentina, Spain	November 1, 2019	2006	TV-MA	1 Season	International TV Shows, Spanish-Language TV Shows, TV Dramas	José Olaya, a Spanish miner, emigrates to Argentina in 1934, while his son, an architect, moves to Spain after Argentina's economic collapse in 2001.
tt0354234	movie	The Young Vagabond	Xiao nian Su Qi Er	0	1985		85	Action,Comedy	5.6	153	Movie	80997861	Movie	The Young Vagabond	Sze Yu Lau	Chia-Hui Liu, Wong Yu, Jason Pai Piao, Lung Wei Wang, Hoi-Shan Kwan, Feng Ku, San Nam Hung, Kuo Hua Chang, Feng Kuan	Hong Kong	August 16, 2018	1985	TV-14	85 min	Action & Adventure, Comedies, International Movies	To avenge his master, a wine-loving young man steps up his fighting skills to defeat a powerful thief in a life-or-death match.
tt0448011	movie	Knowing	Knowing	0	2009		121	Drama,Mystery,Sci-Fi	6.2	215166	Movie	70095135	Movie	Knowing	Alex Proyas	Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering	United States, United Kingdom, Australia	October 1, 2019	2009	PG-13	121 min	Sci-Fi & Fantasy, Thrillers	An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.
tt0083131	movie	Stripes	Stripes	0	1981		106	Comedy,War	6.9	62511	Movie	1008581	Movie	Stripes	Ivan Reitman	Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Judge Reinhold	United States	September 1, 2019	1981	R	106 min	Classic Movies, Comedies, Cult Movies	After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too.
tt0117437	movie	Raja Hindustani	Raja Hindustani	0	1996		165	Action,Comedy,Drama	6.2	6639	Movie	17457962	Movie	Raja Hindustani	Dharmesh Darshan	Aamir Khan, Karisma Kapoor, Suresh Oberoi, Johnny Lever, Navneet Nishan, Veeru Krishnan, Kunal Khemu, Pramod Moutho, Mohnish Bahl	India	May 1, 2017	1996	TV-14	177 min	Dramas, International Movies, Romantic Movies	When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities.
tt0227445	movie	The Score	The Score	0	2001		124	Crime,Drama,Thriller	6.8	117326	Movie	60020826	Movie	The Score	Frank Oz	Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett, Gary Farmer, Paul Soles, Jamie Harrold, Serge Houde	Germany, Canada, United States	November 28, 2019	2001	R	124 min	Dramas, Thrillers	Ready-to-retire safecracker Nick, flamboyant fence Max and talented but volatile thief Jackie team up to rob the Montreal Customs House.
tt0106578	tvMovie	Class of '61	Class of '61	0	1993		95	Action,Adventure,Drama	5.5	384	Movie	80103383	Movie	Class of '61	Gregory Hoblit	Christien Anholt, Andre Braugher, Dan Futterman, Josh Lucas, Clive Owen, Sophie Ward, Sue-Ann Leeds, Laura Linney	United States	April 1, 2018	1993	TV-PG	91 min	Dramas	As the Civil War looms, a runaway slave seeks freedom, and West Point cadets find their camaraderie shattered as they choose between North or South.
tt0383060	movie	Zoom	Zoom	0	2006		93	Action,Adventure,Comedy	4.4	18236	Movie	81221873	Movie	Zoom	Peter Hewitt	Tim Allen, Courteney Cox, Chevy Chase, Kate Mara, Ryan Newman, Michael Cassidy, Spencer Breslin, Rip Torn, Kevin Zegers	United States	January 11, 2020	2006	PG	88 min	Children & Family Movies, Comedies	Dragged from civilian life, a former superhero must train a new crop of youthful saviors when the military preps for an attack by a familiar villain.
tt0490076	movie	All the Boys Love Mandy Lane	All the Boys Love Mandy Lane	0	2006		90	Horror	5.5	30601	Movie	70074100	Movie	All the Boys Love Mandy Lane	Jonathan Levine	Anson Mount, Edwin Hodge, Michael Welch, Brooke Bloom, Amber Heard, Aaron Himelstein, Whitney Able, Luke Grimes, Melissa Price	United States	July 3, 2018	2006	R	91 min	Horror Movies	During a weekend excursion to a secluded ranch, an unwelcome visitor begins picking off the randy admirers of teenage temptress Mandy Lane.
tt0221027	movie	Blow	Blow	0	2001		124	Biography,Crime,Drama	7.6	233053	Movie	60020891	Movie	Blow	Ted Demme	Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta	United States	October 1, 2019	2001	R	123 min	Dramas	Cocaine smuggler George rises from poverty to become one of the biggest drug dealers in America before his eventual downfall.
tt0096707	tvSeries	The Super Mario Bros. Super Show!	The Super Mario Bros. Super Show!	0	1989	1989	30	Action,Adventure,Animation	6.1	3001	TV Show	70212980	TV Show	The Super Mario Bros. Super Show!		Captain Lou Albano, Danny Wells, Jeannie Elias, John Stocker, Harvey Atkin, Robert Bockstael, Cynthia Preston, Jonathan Potts, Colin Fox	United States, Canada	May 22, 2016	1989	TV-Y7	1 Season	Kids' TV	Mixing live action and animation, this classic series brought the beloved Super Mario Bros. video game characters to television screens everywhere.
tt0096286	tvMovie	Too Young the Hero	Too Young the Hero	0	1988		100	Biography,Drama,War	6.9	375	Movie	70206823	Movie	Too Young the Hero	Buzz Kulik	Ricky Schroder, Jon DeVries, Debra Mooney, Mary-Louise Parker, Christopher Curry, Rick Warner, Tom Wood	United States	October 1, 2011	1988	NR	94 min	Dramas	Twelve-year-old Calvin manages to join the navy and serves in the battle of Guadalcanal. But when his age is revealed, the boy is sent to the brig.
tt0085913	movie	Masoom	Masoom	0	1983		165	Drama	8.5	3357	Movie	81213979	Movie	Masoom	Shekhar Kapur	Shabana Azmi, Naseeruddin Shah, Saeed Jaffrey, Jugal Hansraj, Urmila Matondkar, Aradhana Srivastav, Tanuja, Supriya Pathak	India	December 31, 2019	1983	TV-14	138 min	Dramas, Independent Movies, International Movies	A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.
tt0244244	movie	Swordfish	Swordfish	0	2001		99	Action,Crime,Thriller	6.5	172631	Movie	60020745	Movie	Swordfish	Dominic Sena	John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes	United States	July 1, 2019	2001	R	99 min	Action & Adventure	Determined to get his mitts on $9 billion in a secret DEA account so he can fight terrorism, a rogue agent recruits an encryption expert to hack in.
tt0293508	movie	The Phantom of the Opera	The Phantom of the Opera	0	2004		143	Drama,Musical,Romance	7.3	113293	Movie	70011219	Movie	The Phantom of the Opera	Joel Schumacher	Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor McGuire, Jennifer Ellison	United Kingdom, United States	June 1, 2019	2004	PG-13	141 min	Dramas, Music & Musicals, Romantic Movies	In 1870, a disfigured recluse roams beneath a Parisian opera house and takes under his wing a young soprano, with whom a love triangle develops.
tt0259484	movie	Paid in Full	Paid in Full	0	2002		97	Action,Crime,Drama	7.1	10147	Movie	60023638	Movie	Paid in Full	Charles Stone III	Wood Harris, Mekhi Phifer, Kevin Carroll, Esai Morales, Chi McBride, Cam'ron, Remo Greene, Cynthia Martells, Elise Neal, Regina Hall, Joyce Walker	United States	November 1, 2019	2002	R	98 min	Action & Adventure, Dramas	This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.
tt0425601	movie	Trailer Park Boys: The Movie	Trailer Park Boys: The Movie	0	2006		95	Comedy,Crime	7.2	11770	Movie	70069233	Movie	Trailer Park Boys: The Movie	Mike Clattenburg	Robb Wells, John Paul Tremblay, Mike Smith, Lucy Decoutere, Lydia Lawson-Baird, Cory Bowles, Michael Jackson, Gord Downie, Alex Lifeson, Gerry Dee, Glen Grant, Eugene Clark, Barrie Dunn, John Dunsworth, Patrick Roach	Canada	March 30, 2018	2006	R	95 min	Comedies, Cult Movies	In this feature-length adventure, Ricky, Julian and Bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change.
tt0425061	movie	Get Smart	Get Smart	0	2008		110	Action,Adventure,Comedy	6.5	197479	Movie	70077557	Movie	Get Smart	Peter Segal	Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terence Stamp, Terry Crews, David Koechner, James Caan, Masi Oka, Nate Torrence, Bill Murray	United States	April 1, 2019	2008	PG-13	110 min	Action & Adventure, Comedies	When the identities of secret agents are compromised, hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group.
tt0112159	tvSeries	Neon Genesis Evangelion	Shin Seiki Evangelion	0	1995	1996	624	Action,Animation,Drama	8.5	44463	TV Show	81033445	TV Show	Neon Genesis Evangelion		Megumi Ogata, Kotono Mitsuishi, Yuriko Yamaguchi, Megumi Hayashibara, Yuko Miyamura, Fumihiko Tachiki, Akira Ishida, Motomu Kiyokawa, Hiro Yuki, Miki Nagasawa, Takehito Koyasu, Tomokazu Seki, Tetsuya Iwanaga, Junko Iwao, Mugihito	Japan	June 21, 2019	1995	TV-14	1 Season	Anime Series, International TV Shows	Fifteen years after the Second Impact, Shinji Ikari joins his father's group NERV as one of several teenage mecha pilots fighting the monstrous Angels.
tt0077451	movie	Don	Don	0	1978		175	Action,Crime,Thriller	7.8	10646	Movie	20255837	Movie	Don	Chandra Barot	Amitabh Bachchan, Zeenat Aman, Pran, Iftekhar, Om Shivpuri, Satyendra Kapoor, P. Jairaj, Kamal Kapoor, Arpana Choudhry, Helen	India	December 31, 2019	1978	TV-14	158 min	Action & Adventure, Classic Movies, Dramas	A man who's a lookalike for a slain mob kingpin is asked by the police to impersonate the gangster and infiltrate his underworld organization.
tt0476680	movie	Naruto the Movie: Ninja Clash in the Land of Snow	Gekijô-ban Naruto: Daikatsugeki! Yukihime ninpôchô dattebayo!!	0	2004		113	Action,Adventure,Animation	6.7	5109	Movie	70074559	Movie	Naruto the Movie: Ninja Clash in the Land of Snow	Tensai Okamura	Yuri Lowenthal, Maile Flanagan, Sam Regal, Cam Clarke, Lex Lang, Kari Wahlgren, Crispin Freeman	Japan	September 1, 2017	2004	NR	83 min	Action & Adventure, Anime Features, International Movies	Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.
tt0120735	movie	Lock, Stock and Two Smoking Barrels	Lock, Stock and Two Smoking Barrels	0	1998		107	Comedy,Crime	8.2	515895	Movie	16944044	Movie	Lock, Stock and Two Smoking Barrels	Guy Ritchie	Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham, Steven Mackintosh, Nicholas Rowe, Nick Marcq, Charles Forbes, Vinnie Jones, Lenny McLean	United Kingdom	January 1, 2019	1998	R	108 min	Action & Adventure, Comedies, Independent Movies	Hoping to make a bundle in a high-stakes poker game, four shiftless lads from London's East End instead find themselves swimming in debt.
tt0113537	movie	Kicking and Screaming	Kicking and Screaming	0	1995		96	Comedy,Drama,Romance	6.8	10498	Movie	70052286	Movie	Kicking and Screaming	Noah Baumbach	Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould	United States	November 4, 2019	1995	R	97 min	Comedies, Independent Movies, Romantic Movies	After graduating, four college roomies – petrified by the prospect of facing "real life" – reluctantly step into adulthood in this ensemble comedy.
tt0167190	movie	Hellboy	Hellboy	0	2004		122	Action,Fantasy,Horror	6.8	299916	Movie	60034549	Movie	Hellboy	Guillermo del Toro	Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor	United States	December 1, 2018	2004	PG-13	122 min	Action & Adventure, Cult Movies, Sci-Fi & Fantasy	This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world.
tt0431308	movie	P.S. I Love You	P.S. I Love You	0	2007		126	Comedy,Drama,Romance	7.0	196370	Movie	70077546	Movie	P.S. I Love You	Richard LaGravenese	Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon, James Marsters, Kathy Bates, Harry Connick Jr., Nellie McKay, Jeffrey Dean Morgan, Dean Winters	United States	April 1, 2019	2007	PG-13	126 min	Dramas, Romantic Movies	When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.
tt0314006	movie	Dum	Dum	0	2003		166	Action,Crime,Drama	5.6	1501	Movie	60036617	Movie	Dum	Eeshwar Nivas	Vivek Oberoi, Diya Mirza, Atul Kulkarni, Govind Namdeo, Mukesh Rishi, Sushant Singh, Yashpal Sharma, Sheeba	India	March 1, 2018	2003	TV-14	162 min	Action & Adventure, Dramas, International Movies	When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice.
tt0243585	movie	Stuart Little 2	Stuart Little 2	0	2002		77	Adventure,Animation,Comedy	5.4	48254	Movie	60022058	Movie	Stuart Little 2	Rob Minkoff	Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn	United States	January 1, 2020	2002	PG	78 min	Children & Family Movies, Comedies	Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster.
tt0113326	movie	Rumble in the Bronx	Hung fan kui	0	1995		104	Action,Comedy,Crime	6.8	37472	Movie	923574	Movie	Rumble in the Bronx	Stanley Tong	Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit	Hong Kong	November 1, 2019	1995	R	89 min	Action & Adventure, Comedies, International Movies	During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop.
tt0087985	movie	Red Dawn	Red Dawn	0	1984		114	Action,Drama	6.4	49493	Movie	896678	Movie	Red Dawn	John Milius	Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen, Darren Dalton, Jennifer Grey, Brad Savage, Doug Toby, Ben Johnson, Harry Dean Stanton	United States	December 31, 2019	1984	PG-13	114 min	Action & Adventure, Cult Movies	A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.
tt0062803	movie	Chitty Chitty Bang Bang	Chitty Chitty Bang Bang	0	1968		144	Adventure,Family,Fantasy	6.9	39438	Movie	374651	Movie	Chitty Chitty Bang Bang	Ken Hughes	Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe, Anna Quayle, Benny Hill, James Robertson Justice, Robert Helpmann, Heather Ripley, Adrian Hall, Barbara Windsor, Davy Kaye, Alexander Doré, Bernard Spear, Stanley Unwin	United Kingdom, United States	January 1, 2020	1968	G	146 min	Children & Family Movies, Classic Movies, Comedies	Quirky inventor Caractacus Potts and his family travel in their magical flying car to Vulgaria, a kingdom strangely devoid of children.
tt0401792	movie	Sin City	Sin City	0	2005		124	Crime,Thriller	8.0	728741	Movie	70021630	Movie	Sin City	Robert Rodriguez, Frank Miller	Bruce Willis, Mickey Rourke, Jessica Alba, Clive Owen, Rosario Dawson, Benicio Del Toro, Nick Stahl, Elijah Wood, Rutger Hauer, Powers Boothe, Devon Aoki, Alexis Bledel, Josh Hartnett, Jaime King, Brittany Murphy, Michael Clarke Duncan, Michael Madsen	United States	October 1, 2019	2005	R	124 min	Action & Adventure	In these intertwined tales, an ex-con avenges a hooker's death, a gumshoe gets mixed up with dangerous vixens, and a cop saves a dancer from a rapist.
